1,2,0.049080676
2,2,0.047463788
3,2,0.042097541
4,2,0.042577048
5,2,0.045377582
6,2,0.040661826
7,2,0.04206642
8,2,0.04381206
9,2,0.04318317
10,2,0.039628823
1,4,0.066734065
2,4,0.053830219
3,4,0.058397046
4,4,0.05863973
5,4,0.05716906
6,4,0.059079559
7,4,0.05627333
8,4,0.060041912
9,4,0.06371605
10,4,0.058842653
1,6,0.063455851
2,6,0.086063375
3,6,0.080553413
4,6,0.075836263
5,6,0.065071805
6,6,0.070328106
7,6,0.065881917
8,6,0.069982166
9,6,0.070324959
10,6,0.071001779
1,8,0.08151799
2,8,0.152521816
3,8,0.073808429
4,8,0.068585357
5,8,0.075732359
6,8,0.078825589
7,8,0.076160631
8,8,0.086647325
9,8,0.075587776
10,8,0.082009919
1,10,0.085440631
2,10,0.088120569
3,10,0.078374077
4,10,0.089592939
5,10,0.081681773
6,10,0.088517827
7,10,0.093942389
8,10,0.105857193
9,10,0.085493676
10,10,0.088225771
1,12,0.095535192
2,12,0.108288981
3,12,0.116196267
4,12,0.088657082
5,12,0.092018013
6,12,0.088139098
7,12,0.079209163
8,12,0.084436754
9,12,0.092246742
10,12,0.084236149
1,14,0.08645134
2,14,0.093113412
3,14,0.086396753
4,14,0.086543995
5,14,0.09026034
6,14,0.097205799
7,14,0.09509079
8,14,0.097349677
9,14,0.087500858
10,14,0.092681412
1,16,0.090823605
2,16,0.091805734
3,16,0.097621866
4,16,0.090644021
5,16,0.094225778
6,16,0.101980633
7,16,0.091427115
8,16,0.092098277
9,16,0.095481237
10,16,0.088932332
1,18,0.099335938
2,18,0.100963414
3,18,0.099341066
4,18,0.094560424
5,18,0.098448346
6,18,0.105953181
7,18,0.11101191
8,18,0.098272389
9,18,0.111778722
10,18,0.085983048
1,20,0.101127159
2,20,0.096628009
3,20,0.103118794
4,20,0.104367369
5,20,0.111164354
6,20,0.090842526
7,20,0.117695151
8,20,0.109339149
9,20,0.10254111
10,20,0.09607438
1,22,0.099498143
2,22,0.104006894
3,22,0.114450331
4,22,0.10494931
5,22,0.107564084
6,22,0.094757185
7,22,0.114690781
8,22,0.10727327
9,22,0.104667837
10,22,0.106017407
1,24,0.109809889
2,24,0.11000926
3,24,0.111893581
4,24,0.112416556
5,24,0.119164266
6,24,0.108064877
7,24,0.111981835
8,24,0.101928209
9,24,0.10199255
10,24,0.097259086
